Date,GOLD,SRPT
2019-11-25 00:00:00+00:00,16.43,107.09
2019-11-26 00:00:00+00:00,16.86,108.89
2019-11-27 00:00:00+00:00,16.7,110.92
2019-11-29 00:00:00+00:00,16.8,112.49
2019-12-02 00:00:00+00:00,16.89,108.78
2019-12-03 00:00:00+00:00,17.28,111.31
2019-12-04 00:00:00+00:00,17.03,111.38
2019-12-05 00:00:00+00:00,17.16,109.96
2019-12-06 00:00:00+00:00,16.89,109.46
2019-12-09 00:00:00+00:00,16.85,105.75
2019-12-10 00:00:00+00:00,17.14,106.17
2019-12-11 00:00:00+00:00,17.62,101.45
2019-12-12 00:00:00+00:00,17.56,100.47
2019-12-13 00:00:00+00:00,17.58,132.05
2019-12-16 00:00:00+00:00,17.42,135.35
2019-12-17 00:00:00+00:00,17.39,131.47
2019-12-18 00:00:00+00:00,17.93,126.62
2019-12-19 00:00:00+00:00,17.71,125.31
2019-12-20 00:00:00+00:00,17.45,126.17
2019-12-23 00:00:00+00:00,17.76,135.58
2019-12-24 00:00:00+00:00,18.31,134.3
2019-12-26 00:00:00+00:00,18.36,132.98
2019-12-27 00:00:00+00:00,18.37,129.77
2019-12-30 00:00:00+00:00,18.61,128.79
2019-12-31 00:00:00+00:00,18.59,129.04
2020-01-02 00:00:00+00:00,18.49,129.09
2020-01-03 00:00:00+00:00,18.57,129.78
2020-01-06 00:00:00+00:00,18.39,131.45
2020-01-07 00:00:00+00:00,18.47,130.22
2020-01-08 00:00:00+00:00,17.82,130.03
2020-01-09 00:00:00+00:00,17.6,131.64
2020-01-10 00:00:00+00:00,17.85,129.02
2020-01-13 00:00:00+00:00,17.45,124.63
2020-01-14 00:00:00+00:00,17.56,127.93
2020-01-15 00:00:00+00:00,17.9,130.24
2020-01-16 00:00:00+00:00,18.09,130.3
2020-01-17 00:00:00+00:00,17.95,127.9
2020-01-21 00:00:00+00:00,18.35,122.99
2020-01-22 00:00:00+00:00,18.29,118.33
2020-01-23 00:00:00+00:00,18.43,113.68
2020-01-24 00:00:00+00:00,18.71,112.39
2020-01-27 00:00:00+00:00,18.62,111.62
2020-01-28 00:00:00+00:00,18.0,117.93
2020-01-29 00:00:00+00:00,18.37,119.87
2020-01-30 00:00:00+00:00,18.44,117.82
2020-01-31 00:00:00+00:00,18.52,115.96
2020-02-03 00:00:00+00:00,18.28,115.32
2020-02-04 00:00:00+00:00,18.02,121.14
2020-02-05 00:00:00+00:00,18.02,121.66
2020-02-06 00:00:00+00:00,18.35,121.69
2020-02-07 00:00:00+00:00,18.19,118.46
2020-02-10 00:00:00+00:00,18.43,123.72
2020-02-11 00:00:00+00:00,18.44,123.96
2020-02-12 00:00:00+00:00,18.41,125.44
2020-02-13 00:00:00+00:00,18.93,125.03
2020-02-14 00:00:00+00:00,19.72,125.42
2020-02-18 00:00:00+00:00,20.58,122.78
2020-02-19 00:00:00+00:00,21.0,121.9
2020-02-20 00:00:00+00:00,20.77,123.09
2020-02-21 00:00:00+00:00,21.44,123.98
2020-02-24 00:00:00+00:00,22.03,119.57
2020-02-25 00:00:00+00:00,21.25,113.79
2020-02-26 00:00:00+00:00,21.09,113.63
2020-02-27 00:00:00+00:00,19.78,107.67
2020-02-28 00:00:00+00:00,19.04,114.47
2020-03-02 00:00:00+00:00,19.86,119.86
2020-03-03 00:00:00+00:00,20.62,116.1
2020-03-04 00:00:00+00:00,20.55,119.18
2020-03-05 00:00:00+00:00,21.16,120.06
2020-03-06 00:00:00+00:00,21.23,117.1
2020-03-09 00:00:00+00:00,20.43,106.87
2020-03-10 00:00:00+00:00,19.87,110.38
2020-03-11 00:00:00+00:00,18.79,102.83
2020-03-12 00:00:00+00:00,16.88,94.19
2020-03-13 00:00:00+00:00,15.67,99.83
2020-03-16 00:00:00+00:00,16.33,85.17
2020-03-17 00:00:00+00:00,17.71,86.81
2020-03-18 00:00:00+00:00,15.88,82.38
2020-03-19 00:00:00+00:00,16.08,87.22
2020-03-20 00:00:00+00:00,15.88,87.01
2020-03-23 00:00:00+00:00,16.93,89.38
2020-03-24 00:00:00+00:00,19.5,92.72
2020-03-25 00:00:00+00:00,19.11,94.53
2020-03-26 00:00:00+00:00,19.58,99.01
2020-03-27 00:00:00+00:00,19.24,94.44
2020-03-30 00:00:00+00:00,19.29,98.52
2020-03-31 00:00:00+00:00,18.32,97.82
2020-04-01 00:00:00+00:00,18.87,93.0
2020-04-02 00:00:00+00:00,19.85,95.98
2020-04-03 00:00:00+00:00,19.95,93.62
2020-04-06 00:00:00+00:00,20.55,101.07
2020-04-07 00:00:00+00:00,20.31,99.98
2020-04-08 00:00:00+00:00,20.41,103.87
2020-04-09 00:00:00+00:00,22.51,108.75
2020-04-13 00:00:00+00:00,24.37,111.61
2020-04-14 00:00:00+00:00,24.43,113.05
2020-04-15 00:00:00+00:00,24.47,112.09
2020-04-16 00:00:00+00:00,25.0,112.74
2020-04-17 00:00:00+00:00,24.54,118.54
2020-04-20 00:00:00+00:00,24.92,118.52
2020-04-21 00:00:00+00:00,24.82,113.4
2020-04-22 00:00:00+00:00,26.48,114.34
2020-04-23 00:00:00+00:00,26.74,115.31
2020-04-24 00:00:00+00:00,27.1,121.53
2020-04-27 00:00:00+00:00,26.93,122.12
2020-04-28 00:00:00+00:00,26.96,119.69
2020-04-29 00:00:00+00:00,26.55,117.09
2020-04-30 00:00:00+00:00,25.72,117.88
2020-05-01 00:00:00+00:00,26.93,113.34
2020-05-04 00:00:00+00:00,27.38,118.34
2020-05-05 00:00:00+00:00,28.19,119.44
2020-05-06 00:00:00+00:00,26.56,122.57
2020-05-07 00:00:00+00:00,27.26,123.61
2020-05-08 00:00:00+00:00,27.39,128.0
2020-05-11 00:00:00+00:00,26.02,135.83
2020-05-12 00:00:00+00:00,26.04,132.89
2020-05-13 00:00:00+00:00,26.12,128.23
2020-05-14 00:00:00+00:00,27.14,127.05
2020-05-15 00:00:00+00:00,28.04,141.25
2020-05-18 00:00:00+00:00,27.2,146.77
2020-05-19 00:00:00+00:00,28.1,145.46
2020-05-20 00:00:00+00:00,27.25,150.09
2020-05-21 00:00:00+00:00,26.26,145.740005
2020-05-22 00:00:00+00:00,26.32,150.6
2020-05-26 00:00:00+00:00,24.73,154.05
2020-05-27 00:00:00+00:00,23.92,157.16
2020-05-28 00:00:00+00:00,23.95,153.0
2020-05-29 00:00:00+00:00,24.0,152.27
2020-06-01 00:00:00+00:00,24.78,149.76
2020-06-02 00:00:00+00:00,23.95,151.0
2020-06-03 00:00:00+00:00,23.22,149.04
2020-06-04 00:00:00+00:00,23.43,145.01
2020-06-05 00:00:00+00:00,23.29,147.99
2020-06-08 00:00:00+00:00,23.56,159.68
2020-06-09 00:00:00+00:00,24.33,155.65
2020-06-10 00:00:00+00:00,25.08,159.83
2020-06-11 00:00:00+00:00,24.31,153.6
2020-06-12 00:00:00+00:00,24.07,158.85
2020-06-15 00:00:00+00:00,24.74,158.02
2020-06-16 00:00:00+00:00,24.38,160.22
2020-06-17 00:00:00+00:00,24.25,163.42
2020-06-18 00:00:00+00:00,23.94,165.22
2020-06-19 00:00:00+00:00,24.49,168.82
2020-06-22 00:00:00+00:00,25.45,171.7
2020-06-23 00:00:00+00:00,25.68,168.81
2020-06-24 00:00:00+00:00,25.71,163.63
2020-06-25 00:00:00+00:00,25.73,167.31
2020-06-26 00:00:00+00:00,25.87,162.63
2020-06-29 00:00:00+00:00,26.13,162.71
2020-06-30 00:00:00+00:00,26.94,160.34
2020-07-01 00:00:00+00:00,26.81,165.68
2020-07-02 00:00:00+00:00,26.27,162.75
2020-07-06 00:00:00+00:00,26.61,163.49
2020-07-07 00:00:00+00:00,27.02,163.89
2020-07-08 00:00:00+00:00,27.72,170.15
2020-07-09 00:00:00+00:00,27.59,169.96
2020-07-10 00:00:00+00:00,27.11,168.81
2020-07-13 00:00:00+00:00,26.13,161.98
2020-07-14 00:00:00+00:00,27.05,166.76
2020-07-15 00:00:00+00:00,27.09,169.66
2020-07-16 00:00:00+00:00,26.69,169.415
2020-07-17 00:00:00+00:00,27.34,167.51
2020-07-20 00:00:00+00:00,28.12,172.34
2020-07-21 00:00:00+00:00,28.23,168.27
2020-07-22 00:00:00+00:00,28.52,164.52
2020-07-23 00:00:00+00:00,27.99,161.67
2020-07-24 00:00:00+00:00,28.44,158.63
2020-07-27 00:00:00+00:00,29.91,158.45
2020-07-28 00:00:00+00:00,29.59,155.49
2020-07-29 00:00:00+00:00,28.78,150.0
2020-07-30 00:00:00+00:00,28.25,154.09
2020-07-31 00:00:00+00:00,28.91,153.52
2020-08-03 00:00:00+00:00,28.72,158.23
2020-08-04 00:00:00+00:00,29.75,156.73
2020-08-05 00:00:00+00:00,29.84,158.89
2020-08-06 00:00:00+00:00,29.5,154.42
2020-08-07 00:00:00+00:00,28.87,158.97
2020-08-10 00:00:00+00:00,28.72,159.0
2020-08-11 00:00:00+00:00,26.25,158.03
2020-08-12 00:00:00+00:00,26.18,158.0
2020-08-13 00:00:00+00:00,27.14,159.0
2020-08-14 00:00:00+00:00,26.99,157.0
2020-08-17 00:00:00+00:00,30.13,158.71
2020-08-18 00:00:00+00:00,30.04,159.04
2020-08-19 00:00:00+00:00,28.98,148.66
2020-08-20 00:00:00+00:00,29.95,140.97
2020-08-21 00:00:00+00:00,29.31,141.94
2020-08-24 00:00:00+00:00,28.97,141.2
2020-08-25 00:00:00+00:00,28.75,144.94
2020-08-26 00:00:00+00:00,29.37,148.85
2020-08-27 00:00:00+00:00,28.58,149.34
2020-08-28 00:00:00+00:00,29.2,147.46
2020-08-31 00:00:00+00:00,29.65,146.42
2020-09-01 00:00:00+00:00,29.33,142.04
2020-09-02 00:00:00+00:00,29.61,141.08
2020-09-03 00:00:00+00:00,29.26,136.69
2020-09-04 00:00:00+00:00,29.05,132.75
2020-09-08 00:00:00+00:00,29.2,128.98
2020-09-09 00:00:00+00:00,30.46,130.49
2020-09-10 00:00:00+00:00,30.11,127.12
2020-09-11 00:00:00+00:00,29.75,130.68
2020-09-14 00:00:00+00:00,29.93,138.5
2020-09-15 00:00:00+00:00,29.99,142.8
2020-09-16 00:00:00+00:00,29.99,143.95
2020-09-17 00:00:00+00:00,29.14,144.03
2020-09-18 00:00:00+00:00,28.89,144.53
2020-09-21 00:00:00+00:00,28.19,142.84
2020-09-22 00:00:00+00:00,28.42,146.31
2020-09-23 00:00:00+00:00,27.14,143.96
2020-09-24 00:00:00+00:00,27.65,137.76
2020-09-25 00:00:00+00:00,27.7,144.0
2020-09-28 00:00:00+00:00,27.76,143.2
2020-09-29 00:00:00+00:00,28.28,141.28
2020-09-30 00:00:00+00:00,28.11,140.43
2020-10-01 00:00:00+00:00,28.26,141.55
2020-10-02 00:00:00+00:00,27.89,134.79
2020-10-05 00:00:00+00:00,28.37,138.8
2020-10-06 00:00:00+00:00,27.06,139.5
2020-10-07 00:00:00+00:00,26.95,145.86
2020-10-08 00:00:00+00:00,27.27,144.7
2020-10-09 00:00:00+00:00,28.05,143.58
2020-10-12 00:00:00+00:00,28.04,142.87
2020-10-13 00:00:00+00:00,27.96,147.26
2020-10-14 00:00:00+00:00,28.31,145.12
2020-10-15 00:00:00+00:00,27.75,143.33
2020-10-16 00:00:00+00:00,27.57,142.42
2020-10-19 00:00:00+00:00,27.02,140.79
2020-10-20 00:00:00+00:00,27.07,137.5
2020-10-21 00:00:00+00:00,27.37,137.26
2020-10-22 00:00:00+00:00,26.89,137.8
2020-10-23 00:00:00+00:00,26.81,137.73
2020-10-26 00:00:00+00:00,26.63,138.62
2020-10-27 00:00:00+00:00,27.09,139.62
2020-10-28 00:00:00+00:00,25.92,140.33
2020-10-29 00:00:00+00:00,26.17,141.49
2020-10-30 00:00:00+00:00,26.73,135.91
2020-11-02 00:00:00+00:00,27.16,137.29
2020-11-03 00:00:00+00:00,27.78,141.34
2020-11-04 00:00:00+00:00,27.42,151.9
2020-11-05 00:00:00+00:00,29.32,145.15
2020-11-06 00:00:00+00:00,28.87,125.66
2020-11-09 00:00:00+00:00,26.9,125.56
2020-11-10 00:00:00+00:00,25.94,128.38
2020-11-11 00:00:00+00:00,25.79,134.73
2020-11-12 00:00:00+00:00,25.91,138.86
2020-11-13 00:00:00+00:00,25.89,141.4
2020-11-16 00:00:00+00:00,25.86,139.7
2020-11-17 00:00:00+00:00,25.37,139.75
2020-11-18 00:00:00+00:00,24.46,132.71
2020-11-19 00:00:00+00:00,24.18,134.42
2020-11-20 00:00:00+00:00,24.28,131.18
2020-11-23 00:00:00+00:00,23.24,134.49
2020-11-24 00:00:00+00:00,22.79,135.11
2020-11-25 00:00:00+00:00,22.83,135.72
2020-11-27 00:00:00+00:00,22.69,139.15
2020-11-30 00:00:00+00:00,23.14,140.86
2020-12-01 00:00:00+00:00,23.83,145.94
2020-12-02 00:00:00+00:00,23.96,149.97
2020-12-03 00:00:00+00:00,23.61,153.33
2020-12-04 00:00:00+00:00,23.5,158.13
2020-12-07 00:00:00+00:00,23.95,151.05
2020-12-08 00:00:00+00:00,23.9,156.81
2020-12-09 00:00:00+00:00,23.36,159.3
2020-12-10 00:00:00+00:00,23.09,160.0
2020-12-11 00:00:00+00:00,22.9,167.24
2020-12-14 00:00:00+00:00,22.44,169.54
2020-12-15 00:00:00+00:00,22.87,167.95
2020-12-16 00:00:00+00:00,23.07,170.12
2020-12-17 00:00:00+00:00,23.59,171.06
2020-12-18 00:00:00+00:00,23.27,175.4
2020-12-21 00:00:00+00:00,23.02,177.02
2020-12-22 00:00:00+00:00,22.52,178.74
2020-12-23 00:00:00+00:00,22.83,178.06
2020-12-24 00:00:00+00:00,22.9,175.03
2020-12-28 00:00:00+00:00,22.84,174.15
2020-12-29 00:00:00+00:00,22.91,171.82
2020-12-30 00:00:00+00:00,23.24,171.54
2020-12-31 00:00:00+00:00,22.78,170.49
2021-01-04 00:00:00+00:00,24.62,165.29
2021-01-05 00:00:00+00:00,24.28,164.25
2021-01-06 00:00:00+00:00,24.5,166.45
2021-01-07 00:00:00+00:00,24.77,168.95
2021-01-08 00:00:00+00:00,23.97,82.29
2021-01-11 00:00:00+00:00,23.52,89.76
2021-01-12 00:00:00+00:00,23.54,87.28
2021-01-13 00:00:00+00:00,23.6,87.22
2021-01-14 00:00:00+00:00,23.68,89.9
2021-01-15 00:00:00+00:00,23.14,90.32
2021-01-19 00:00:00+00:00,23.39,96.8
2021-01-20 00:00:00+00:00,23.83,96.76
2021-01-21 00:00:00+00:00,23.68,96.92
2021-01-22 00:00:00+00:00,23.47,98.24
2021-01-25 00:00:00+00:00,23.44,96.11
2021-01-26 00:00:00+00:00,23.28,92.65
2021-01-27 00:00:00+00:00,21.99,90.49
2021-01-28 00:00:00+00:00,22.36,90.13
2021-01-29 00:00:00+00:00,22.37,89.4
2021-02-01 00:00:00+00:00,22.54,89.99
2021-02-02 00:00:00+00:00,22.34,90.18
2021-02-03 00:00:00+00:00,22.34,92.46
2021-02-04 00:00:00+00:00,21.99,95.73
2021-02-05 00:00:00+00:00,22.33,95.79
2021-02-08 00:00:00+00:00,22.46,95.28
2021-02-09 00:00:00+00:00,22.43,93.18
2021-02-10 00:00:00+00:00,22.51,93.06
2021-02-11 00:00:00+00:00,22.19,90.77
2021-02-12 00:00:00+00:00,22.15,91.07
2021-02-16 00:00:00+00:00,21.7,90.88
2021-02-17 00:00:00+00:00,20.83,89.6
2021-02-18 00:00:00+00:00,20.32,88.35
2021-02-19 00:00:00+00:00,19.78,85.38
2021-02-22 00:00:00+00:00,20.53,83.11
2021-02-23 00:00:00+00:00,20.16,83.82
2021-02-24 00:00:00+00:00,20.1,84.29
2021-02-25 00:00:00+00:00,19.45,85.25
2021-02-26 00:00:00+00:00,18.67,87.06
2021-03-01 00:00:00+00:00,18.97,87.03
2021-03-02 00:00:00+00:00,19.86,88.93
2021-03-03 00:00:00+00:00,19.5,87.11
2021-03-04 00:00:00+00:00,19.54,82.16
2021-03-05 00:00:00+00:00,19.84,84.79
2021-03-08 00:00:00+00:00,19.5,83.21
2021-03-09 00:00:00+00:00,19.99,85.75
2021-03-10 00:00:00+00:00,20.12,84.51
2021-03-11 00:00:00+00:00,20.31,87.17
2021-03-12 00:00:00+00:00,20.32,86.47
2021-03-15 00:00:00+00:00,20.77,85.94
2021-03-16 00:00:00+00:00,20.71,84.44
2021-03-17 00:00:00+00:00,21.13,84.84
2021-03-18 00:00:00+00:00,20.86,83.0
2021-03-19 00:00:00+00:00,20.96,82.64
2021-03-22 00:00:00+00:00,20.62,83.53
2021-03-23 00:00:00+00:00,20.24,78.58
2021-03-24 00:00:00+00:00,20.16,74.98
2021-03-25 00:00:00+00:00,19.73,74.69
2021-03-26 00:00:00+00:00,20.0,74.78
2021-03-29 00:00:00+00:00,20.16,72.25
2021-03-30 00:00:00+00:00,19.51,73.1
2021-03-31 00:00:00+00:00,19.8,74.53
2021-04-01 00:00:00+00:00,20.37,76.21
2021-04-05 00:00:00+00:00,20.63,75.61
2021-04-06 00:00:00+00:00,20.88,73.93
2021-04-07 00:00:00+00:00,20.67,71.83
2021-04-08 00:00:00+00:00,21.16,71.46
2021-04-09 00:00:00+00:00,21.21,70.54
2021-04-12 00:00:00+00:00,20.99,69.38
2021-04-13 00:00:00+00:00,21.1,69.99
2021-04-14 00:00:00+00:00,21.11,73.43
2021-04-15 00:00:00+00:00,21.98,72.63
2021-04-16 00:00:00+00:00,22.23,71.8
2021-04-19 00:00:00+00:00,22.11,70.32
2021-04-20 00:00:00+00:00,22.4,71.3
2021-04-21 00:00:00+00:00,22.74,72.16
2021-04-22 00:00:00+00:00,22.41,71.38
2021-04-23 00:00:00+00:00,22.21,70.94
2021-04-26 00:00:00+00:00,22.16,73.3
2021-04-27 00:00:00+00:00,21.64,70.51
2021-04-28 00:00:00+00:00,21.76,70.05
2021-04-29 00:00:00+00:00,21.35,71.41
2021-04-30 00:00:00+00:00,21.25,70.84
2021-05-03 00:00:00+00:00,22.23,77.11
2021-05-04 00:00:00+00:00,22.01,74.02
2021-05-05 00:00:00+00:00,22.25,72.77
2021-05-06 00:00:00+00:00,23.55,74.61
2021-05-07 00:00:00+00:00,23.92,74.57
2021-05-10 00:00:00+00:00,23.93,70.03
2021-05-11 00:00:00+00:00,23.95,71.02
2021-05-12 00:00:00+00:00,23.53,73.89
2021-05-13 00:00:00+00:00,23.58,72.51
2021-05-14 00:00:00+00:00,24.02,76.05
2021-05-17 00:00:00+00:00,25.27,75.13
2021-05-18 00:00:00+00:00,25.11,81.44
2021-05-19 00:00:00+00:00,24.59,76.92
2021-05-20 00:00:00+00:00,24.81,80.21
2021-05-21 00:00:00+00:00,24.7,79.58
2021-05-24 00:00:00+00:00,24.68,77.21
2021-05-25 00:00:00+00:00,24.58,75.1
2021-05-26 00:00:00+00:00,24.58,74.95
2021-05-27 00:00:00+00:00,23.86,76.86
2021-05-28 00:00:00+00:00,24.08,75.65
2021-06-01 00:00:00+00:00,24.26,75.66
2021-06-02 00:00:00+00:00,24.17,75.46
2021-06-03 00:00:00+00:00,23.21,73.76
2021-06-04 00:00:00+00:00,23.46,72.97
2021-06-07 00:00:00+00:00,23.41,79.59
2021-06-08 00:00:00+00:00,23.12,79.64
2021-06-09 00:00:00+00:00,23.01,82.71
2021-06-10 00:00:00+00:00,23.71,86.75
2021-06-11 00:00:00+00:00,23.23,86.0
2021-06-14 00:00:00+00:00,23.15,86.12
2021-06-15 00:00:00+00:00,22.79,83.14
2021-06-16 00:00:00+00:00,22.45,82.14
2021-06-17 00:00:00+00:00,21.03,80.09
2021-06-18 00:00:00+00:00,20.75,79.35
2021-06-21 00:00:00+00:00,21.15,78.8
2021-06-22 00:00:00+00:00,21.08,79.6
2021-06-23 00:00:00+00:00,20.96,78.36
2021-06-24 00:00:00+00:00,20.97,79.68
2021-06-25 00:00:00+00:00,20.89,80.4
2021-06-28 00:00:00+00:00,20.7,80.78
2021-06-29 00:00:00+00:00,20.53,78.82
2021-06-30 00:00:00+00:00,20.68,77.74
2021-07-01 00:00:00+00:00,20.58,78.27
2021-07-02 00:00:00+00:00,20.79,75.24
2021-07-06 00:00:00+00:00,21.29,73.23
2021-07-07 00:00:00+00:00,21.19,71.99
2021-07-08 00:00:00+00:00,20.72,72.94
2021-07-09 00:00:00+00:00,21.13,73.05
2021-07-12 00:00:00+00:00,20.83,70.69
2021-07-13 00:00:00+00:00,21.14,69.28
2021-07-14 00:00:00+00:00,21.33,66.85
2021-07-15 00:00:00+00:00,21.27,68.37
2021-07-16 00:00:00+00:00,20.86,67.05
2021-07-19 00:00:00+00:00,20.54,65.97
2021-07-20 00:00:00+00:00,20.72,69.27
2021-07-21 00:00:00+00:00,20.9,68.46
2021-07-22 00:00:00+00:00,20.74,69.11
2021-07-23 00:00:00+00:00,20.63,66.79
2021-07-26 00:00:00+00:00,20.82,66.58
2021-07-27 00:00:00+00:00,20.99,66.24
2021-07-28 00:00:00+00:00,21.34,69.06
2021-07-29 00:00:00+00:00,21.81,68.95
2021-07-30 00:00:00+00:00,21.77,67.78
2021-08-02 00:00:00+00:00,21.57,68.59
2021-08-03 00:00:00+00:00,21.72,69.04
2021-08-04 00:00:00+00:00,21.65,67.5
2021-08-05 00:00:00+00:00,21.26,78.54
2021-08-06 00:00:00+00:00,20.8,79.8
2021-08-09 00:00:00+00:00,20.56,78.42
2021-08-10 00:00:00+00:00,19.84,79.44
2021-08-11 00:00:00+00:00,20.31,80.89
2021-08-12 00:00:00+00:00,20.05,80.51
2021-08-13 00:00:00+00:00,20.27,79.94
2021-08-16 00:00:00+00:00,20.19,76.53
2021-08-17 00:00:00+00:00,19.97,77.89
2021-08-18 00:00:00+00:00,19.46,75.0
2021-08-19 00:00:00+00:00,19.13,73.97
2021-08-20 00:00:00+00:00,19.23,75.31
2021-08-23 00:00:00+00:00,20.15,73.32
2021-08-24 00:00:00+00:00,20.12,77.35
2021-08-25 00:00:00+00:00,19.85,79.94
2021-08-26 00:00:00+00:00,19.73,78.33
2021-08-27 00:00:00+00:00,20.24,78.69
2021-08-30 00:00:00+00:00,19.81,75.88
2021-08-31 00:00:00+00:00,20.07,78.12
2021-09-01 00:00:00+00:00,19.81,79.33
2021-09-02 00:00:00+00:00,19.87,79.45
2021-09-03 00:00:00+00:00,20.3,80.51
2021-09-07 00:00:00+00:00,19.85,78.57
2021-09-08 00:00:00+00:00,19.86,78.27
2021-09-09 00:00:00+00:00,19.69,80.51
2021-09-10 00:00:00+00:00,19.35,80.47
2021-09-13 00:00:00+00:00,19.47,81.84
2021-09-14 00:00:00+00:00,19.5,80.28
2021-09-15 00:00:00+00:00,19.36,84.05
2021-09-16 00:00:00+00:00,18.51,85.63
2021-09-17 00:00:00+00:00,18.36,86.38
2021-09-20 00:00:00+00:00,18.65,85.67
2021-09-21 00:00:00+00:00,18.49,87.62
2021-09-22 00:00:00+00:00,18.45,87.47
2021-09-23 00:00:00+00:00,18.23,90.54
2021-09-24 00:00:00+00:00,18.03,90.57
2021-09-27 00:00:00+00:00,17.95,91.08
2021-09-28 00:00:00+00:00,18.1,92.01
2021-09-29 00:00:00+00:00,17.58,88.77
2021-09-30 00:00:00+00:00,18.05,92.48
2021-10-01 00:00:00+00:00,17.99,96.05
2021-10-04 00:00:00+00:00,18.23,94.66
2021-10-05 00:00:00+00:00,18.15,95.18
2021-10-06 00:00:00+00:00,18.45,97.28
2021-10-07 00:00:00+00:00,18.59,95.0
2021-10-08 00:00:00+00:00,18.52,99.42
2021-10-11 00:00:00+00:00,18.44,91.29
2021-10-12 00:00:00+00:00,18.66,95.07
2021-10-13 00:00:00+00:00,19.23,83.22
2021-10-14 00:00:00+00:00,19.57,83.0
2021-10-15 00:00:00+00:00,19.13,84.19
2021-10-18 00:00:00+00:00,19.07,81.22
2021-10-19 00:00:00+00:00,19.31,80.44
2021-10-20 00:00:00+00:00,19.42,79.88
2021-10-21 00:00:00+00:00,19.37,80.92
2021-10-22 00:00:00+00:00,19.48,80.24
2021-10-25 00:00:00+00:00,19.55,79.69
2021-10-26 00:00:00+00:00,19.43,77.99
2021-10-27 00:00:00+00:00,19.39,77.28
2021-10-28 00:00:00+00:00,18.94,79.25
2021-10-29 00:00:00+00:00,18.37,79.13
2021-11-01 00:00:00+00:00,18.48,80.06
2021-11-02 00:00:00+00:00,18.47,81.53
2021-11-03 00:00:00+00:00,18.62,86.53
2021-11-04 00:00:00+00:00,18.75,86.97
2021-11-05 00:00:00+00:00,19.6,88.93
2021-11-08 00:00:00+00:00,19.48,89.17
2021-11-09 00:00:00+00:00,19.62,87.93
2021-11-10 00:00:00+00:00,20.46,86.12
2021-11-11 00:00:00+00:00,20.65,86.1
2021-11-12 00:00:00+00:00,20.75,84.94
2021-11-15 00:00:00+00:00,20.9,83.88
